IP Address      | Identity                                     | Gossip | TPU   | TPU-QUIC | RPC Address           | Version | Feature Set
----------------+----------------------------------------------+--------+-------+----------+-----------------------+---------+----------------
85.195.118.195  | BZ1HWh6suzkyCaVhQGGzMFZ8gXe4YV5BAvcLHE9Cx1Qx | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
204.16.242.185  | GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc | 8001   | 11222 | 11228    | none                  | 3.0.10  | 3604001754
102.211.135.181 | b1ueZK9bWTywN2587zsScyLTaH18wfRfN5W15XnkiqF  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
57.129.36.165   | A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC | 8001   | 8023  | 8029     | none                  | 3.0.7   | 3604001754
83.143.84.90    | ArMBx6veRq33ffEP9sxHafiPRgrtzww4XvbwZbSMfXiM | 8001   | 8004  | 8010     | none                  | 3.0.10  | 3604001754
67.213.127.101  | 7mYeuc2iBaWRpkxATYteXxe2pMjzQ7XhPgP1xG6vTjDh | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
162.19.43.140   | 9ppJrpsbbuGNjiMhhD52Ueco4KXUzVfrtNQ6tAcDab4f | 9401   | 9404  | 9410     | none                  | 3.0.10  | 3604001754
216.144.245.90  | 2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx | 8001   | 11222 | 11228    | none                  | 3.0.6   | 3604001754
67.213.121.141  | 5MAGJ3zShtXMMVXjZRoFqtFF7XhP8iLSyZrxdL7KpjcB | 8000   | 8003  | 8009     | 67.213.121.141:8899   | 3.0.6   | 3604001754
45.139.132.57   | 4nGV3oRHi9Fkk7HwakFS1ZjVq6U7M2v1p5xLrAbYLQtZ | 8000   | 11222 | 11228    | none                  | 3.0.6   | 3604001754
69.67.148.127   | parayLyZvwnGjDT2pGqrVn8UDxmNcdNQCE8uPRWMeRz  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
64.185.229.82   | HYyUe4GX8H8Wpd6rQ9wQQERiAun4XJDGVmUF4PwvzGgn | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
74.118.136.170  | Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex | 8001   | 11222 | 11228    | none                  | 3.0.6   | 3604001754
135.125.119.177 | GmPiAkrALQUWWEcsvmreU6Axs3zz1VtBWbS9dxM9FotW | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
64.130.42.88    | BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
89.42.231.135   | DiveRaPKviyDnQyiiMFdV4rujsCBJzMNvPjKfvGNLGvL | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
208.91.110.214  | DZVySotZvrvJyVAcgjFtUDm93zoCaq9wBruMAUz83CWW | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
104.204.140.152 | SFundNVpuWk89g211WKUZGkuu4BsKSp7PbnmRsPZLos  | 9001   | 9002  | 9008     | none                  | 0.713.30008| 3604001754
202.8.8.21      | mrgn28BhocwdAUEenen3Sw2MR9cPKDpLkDvzDdR7DBD  | 8000   | 11222 | 11228    | none                  | 3.0.8   | 3604001754
185.26.10.239   | NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
185.177.74.241  | AccReGBNBdUCEJ7ZyP231jw7uVJ3eF9u4cLBFAyqQuWm | 8001   | 9001  | 9007     | none                  | 0.712.30006| 3604001754
192.69.194.194  | 9bkyxgYxRrysC1ijd6iByp9idn112CnYTw243fdH2Uvr | 8000   | 11222 | 11228    | none                  | 3.0.8   | 3604001754
84.32.70.69     | 5pwkQYSoZQEq9oNpxNSn463BRqhVE9eff7dDZadV7QA2 | 8000   | 8003  | 8009     | 84.32.70.69:8899      | 2.3.10  | 2142755730
64.176.66.190   | nodeEgRVkbYLAQePtMx2zCN7CGw7qRgzKMCBtjMfN1D  | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
67.213.113.99   | eyeYaqg9e2L6xw7YwsSLm27eWJfhLNAm6ETQm8TXNoK  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
64.130.37.3     | fotby1ABxpei2EVH9uXJ6KbHYgPjbg4Sny9eRzQjtRN  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
216.18.215.202  | AmhQFcGvH2hjkucP78rn6GMKSbstYwyFpCDVKZUwBGrG | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
67.209.52.218   | HM1KjNaXa4w8K4gCXbieoMh5gUTNeUhg9fvdXMKeBW3L | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
169.155.169.82  | CVgwMrWo9chKEuEPCe6Za9KJe8jamnAcoeWzaMeNubr6 | 8001   | 11222 | 11228    | none                  | 3.0.10  | 3604001754
46.166.162.134  | 8T8AJfUCXwPFwEMmjca8gCRSktPrqbUBVa6ggNyhLhFJ | 9201   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
54.38.148.109   | 5VrW7YNBccVnhnZVmooCePdLFcs2UjfxRT3hoY9mN8Ec | 8001   | 11222 | 11228    | none                  | 3.0.10  | 3604001754
186.233.187.31  | fishfishrD9BwrQQiAcG6YeYZVUYVJf3tb9QGQPMJqF  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
147.75.90.211   | 9cS2cDhLmRoUCqkhMjXZs4HC1YYbP5QYweCP3vVqodcb | 8801   | 8002  | 8008     | none                  | 3.0.10  | 3604001754
46.166.162.211  | FWwwP9tNttSy9dJFxwf6ebXWfc6VJXqFNMTccrMiLFTH | 12000  | 12003 | 12009    | none                  | 3.0.7   | 3604001754
92.204.197.10   | CmHAicGXp6boDhgp7Kb1JbPcvf7GstyK2yMyMxZY2pKU | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
64.130.32.201   | 2Le6TjeEescF87qDA8Ftdz6U8Kq6SNVwoLJLhzBCHUr5 | 9001   | 9004  | 9010     | none                  | 3.0.7   | 3604001754
104.238.186.29  | 5ghoFEVrsXeAPB6SUmBpZ2xq3KvHEjNMeSaBnxEBXkHV | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
51.89.11.197    | 6M53yM6dsE6hiaHgxWvYa4fsfzQTGyAZn7rM6JrzbqJV | 10001  | 10004 | 10010    | none                  | 3.0.9   | 3604001754
85.195.92.187   | CVRr5oHCAAooVbYze7CvXtRp4FUtkMCSqBZU7MVu8v8e | 8000   | 5004  | 5010     | none                  | 3.0.10  | 3604001754
95.179.230.90   | 2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq | 8001   | 9001  | 9007     | none                  | 0.712.30006| 3604001754
64.31.54.69     | 4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC | 8001   | 8004  | 8010     | none                  | 3.0.10  | 3604001754
46.166.162.145  | forb5u56XgvzxiKfRt4FVNFQKJrd2LWAfNCsCqL6P7q  | 8001   | 8004  | 8010     | none                  | 3.0.10  | 3604001754
103.88.234.129  | dmMwc4RazLHkvDZYrWAfbHQ6cViAvNa5szCJKaiun8S  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
95.173.206.238  | C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA | 8001   | 9001  | 9007     | none                  | 0.712.30006| 3604001754
138.226.230.195 | t23p8aBQN6P6tziMuN5XPmzqVRrip9oes7KuQwSmate  | 8001   | 9001  | 9007     | 138.226.230.195:8899  | 0.712.30006| 3604001754
185.189.45.14   | Gd33fENP1XsBimff41s1EWrs2kmqfGQqEJ5CQPQB3Jwy | 8000   | 8003  | 8009     | none                  | 3.0.7   | 3604001754
5.187.35.246    | As9NxA9bCfhrVLAFyGeWG5X5iLYPGhU3R7nLfX3tN6am | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
139.84.238.57   | 3tm92VTxwyZ5MDhGoYR4tVTkwWYkzfam6hwBjauUACCk | 8000   | 8003  | 8009     | 139.84.238.57:8899    | 3.0.10  | 3604001754
88.211.219.71   | G1bLKfyNm7zsmmYEL9dyxBvMtxpFcwy2s84bHDj2ZFUY | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
34.85.6.112     | CAKCxhx9N7pNNc9R2TfkTQgPhiEjCJSSHCr8tasaN6bL | 8000   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
45.139.132.246  | 5fSQdv4zsAJNx6RKpGho6sL6rY6a8nziaqcmwaRJB9NE | 8001   | 8004  | 8010     | none                  | 3.0.10  | 3604001754
45.137.215.167  | MRGSoA53J7i4WidVHTxawPyKdr26LdVYCywnrUZ6auT  | 8000   | 11222 | 11228    | none                  | 3.0.10  | 3604001754
64.130.43.229   | 2oHUYyW2PU9VJh4XBs5TbGgzdernunvGqyKth3kxW4ns | 8001   | 5004  | 5010     | none                  | 3.0.6   | 3604001754
46.21.153.94    | 6gnbmed7kzwQVQ7ghsjgEuCoYmGeWciV2qCwni6WS6HU | 6000   | 6003  | 6009     | none                  | 3.0.8   | 3604001754
64.130.49.252   | CEL22Qx7p85qY6gmhCZaYJrrnynJitkVRMQo6qZdT8Ns | 8901   | 8012  | 8018     | 64.130.49.252:8899    | 3.0.7   | 3604001754
217.170.192.166 | 4YGgmwyqztpJeAi3pzHQ4Gf9cWrMHCjZaWeWoCK6zz6X | 8001   | 8004  | 8010     | none                  | 2.3.6   | 3640012085
64.130.63.67    | Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5 | 8000   | 8003  | 8009     | 64.130.63.67:8899     | 3.0.7   | 3604001754
64.130.41.144   | pSoLoZx55zZz61gjxSTwHtwTg4yTwdm7ruBmyjbYgT2  | 8000   | 8003  | 8009     | none                  | 0.712.30006| 3604001754
64.130.42.138   | 3MZ5eU8EEJfyh5p2p4CXXJVmhXtu4DuUGYRLykRd3Hzp | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
139.84.226.199  | SaV6UWBaE8M3kwMBfAhQ6Tmvd2qdJRm94NTwLqtoyGd  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
165.254.143.125 | BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
185.32.162.193  | 8Zh5A5Hs6bJFAyWrLGMaF2VEUVbXFANtfuw7824Hd5XV | 41296  | 11222 | 11228    | none                  | 3.0.10  | 3604001754
62.197.45.233   | FZrSKKsKfZJovcQWRQFDXz8DbHKCSRZLZqbBAGd1dG57 | 8001   | 8003  | 8009     | none                  | 3.1.0   | 128318206
67.208.234.129  | CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4 | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
216.238.89.228  | 1unarWPGGseFag2WfnoFv8o9P7vTPU8eHex9GinP3eY  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
45.63.76.143    | 4GEEKSwuiBHWTff9WaqrDcToZjbX6KYdyB4c578Zxse2 | 8000   | 8003  | 8009     | 45.63.76.143:8899     | 3.0.10  | 3604001754
46.229.232.132  | qZMH9GWnnBkx7aM1h98iKSv2Lz5N78nwNSocAxDQrbP  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
45.134.108.141  | Ey3DkEVbfBxfWmkTsG7Hqj7jshYf5Zx9H8462Zjjkykf | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
45.137.215.177  | 5S1vPAd2MRJ9WyLAK8mfLQ2Jz43oQHX5pFGVkAyaxLb7 | 8000   | 11222 | 11228    | none                  | 3.0.10  | 3604001754
149.28.132.92   | 3NAiocPECqQVLB23jHBbb5zgPqkacdSu5UReUtJ4YMrj | 8001   | 8003  | 8009     | 149.28.132.92:8899    | 3.0.8   | 3604001754
91.134.54.64    | D1A4F2yh38JLQExKjDiCi4G2tCMwj93c3sikseSSePKe | 8001   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
185.26.10.233   | D8xKNftHzFcCekENuTEcFC1eoL9y8wNHEg4Q5z57KK4e | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
103.88.233.21   | hy1oMaD3ViyJ8i6w1xjP79zAWBBaRd1zWdTW8zYXnwu  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
198.13.134.53   | 22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU | 8001   | 11222 | 11228    | none                  | 3.0.6   | 3604001754
202.8.11.202    | HnfPZDrbJFooiP9vvgWrjx3baXVNAZCgisT58gyMCgML | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
185.189.45.172  | 8Nvaxzif1NrdvxNkRetjT8xJvd33EHkKVrfL8EDkgaNy | 8201   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
45.250.254.141  | SaGAgdkowooXBrHihpmE8gsjf1dUG7n5SqnyJxYFnXJ  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
37.72.171.110   | HzrEstnLfzsijhaD6z5frkSE2vWZEH5EUfn3bU9swo1f | 9000   | 5004  | 5010     | none                  | 3.0.10  | 3604001754
64.130.51.83    | BiGcsiuFCLuiTzXoQgfLdge9sfpwr55YzdT8Kp7bCXmS | 8000   | 11222 | 11228    | none                  | 3.0.8   | 3604001754
38.244.189.189  | rssaJ2iKcE9QWsFYRZr8Q66TQh5bRk9DxYrzxGMzWQr  | 8000   | 11222 | 11228    | none                  | 3.0.7   | 3604001754
64.130.51.51    | ECeaWy82CxpeJQr3EG3XNmYXc9NrVeWDH5ag9Lt6TPVR | 8001   | 8004  | 8010     | none                  | 3.0.8   | 3604001754
64.130.42.143   | DBfh9QUCZde2U6buTbNhxSEnaqPV9Z2cfmjsBJu9qrLw | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
45.77.102.62    | Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9 | 8002   | 8004  | 8010     | none                  | 3.0.10  | 3604001754
46.166.162.138  | 8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM | 12000  | 12003 | 12009    | none                  | 3.0.7   | 3604001754
64.130.43.228   | AaapDdocMdZQaMAF1gXqKX2ixd7YYSxTpKHMcsbcF318 | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
69.2.39.165     | juigBT2qetpYpf1iwgjaiWTjryKkY3uUTVAnRFKkqY6  | 8001   | 8004  | 8010     | none                  | 3.0.10  | 3604001754
50.7.5.42       | 4VrjyXQT61WFSjuG3ehgqZUK1jqvYqB46veQbXLotq3n | 8000   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
67.213.121.209  | JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT  | 8001   | 9001  | 9007     | none                  | 0.712.30006| 3604001754
85.195.100.131  | CZanBzZHFzrGY5qKzaX3CNhJ5smHEMTWFFnoeUi4J6dr | 8001   | 9001  | 9007     | 85.195.100.131:8899   | 0.713.30008| 3604001754
5.199.172.136   | 9q16BB7WGmBxf1nJTdxH5zPnBUhtHqdqXqRFjSjuM4k7 | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
185.32.162.87   | 9FXD1NXrK6xFU8i4gLAgjj2iMEWTqJhSuQN8tQuDfm2e | 11000  | 5004  | 5010     | none                  | 3.0.10  | 3604001754
109.94.97.181   | Love31pnbDJNVzZZVbtV4h2ftvTPVcBpXW11BSTCa6s  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
141.94.154.184  | DSRVdh9PQaqAcFtMCbJhyD4yMD5H2EeHNzdbqWctRY4E | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
103.14.27.43    | c3rtoMCHSbFrLRTAdw4iRowKSn4BrDtvSPbuyJwkHwx  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
94.72.181.230   | Frog1Fks1AVN8ywFH3HTFeYojq6LQqoEPzgQFx2Kz5Ch | 8000   | 8003  | 8009     | 94.72.181.230:8899    | 3.0.7   | 3604001754
38.92.24.106    | ppppoqHcHVzigV6SK4856BAsNxhTAi32hqQQWrziyHE  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
37.72.171.250   | EN5F2BU5juUEWr9zRNNqKuQMi9zBUY1YLPHV5EyMrvnW | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
64.130.59.49    | BnWBn36VemtXSusnVyRvqFDTLko3WgPkDgnQfQPgXXoC | 8001   | 8004  | 8010     | none                  | 2.3.0   | 3640012085
154.47.145.125  | HVXXmNKkmDZbZwj74iL2Y9Wu4SyrchBoxAfFYVAktLrG | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
188.42.129.244  | 5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm | 25000  | 11222 | 11228    | none                  | 3.0.9   | 3604001754
67.213.123.1    | D1Vbgkrhp1TmLGhfUD1urRMx5Ntz9AqQpgdX8DR8QMC1 | 8000   | 8003  | 8009     | 67.213.123.1:8899     | 3.0.10  | 3604001754
64.130.52.57    | AdvFQTtXCcn2PbR87rgBD9Q1zhL31FGRTYo8kP1wYBAq | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
173.231.12.146  | 4Kbcyn7JVPAWLRLPsNGTPmcNMvCkLTw51ZLRhqsUC6jP | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
135.125.142.235 | 3YVoK8UN62dyiPZnGBzBTkGdwsVmmK1MpRoLcxNRs9BE | 8000   | 11222 | 11228    | none                  | 3.0.10  | 3604001754
45.77.168.243   | FphFJA451qptiGyCeCN3xvrDi8cApGAnyR5vw2KxxQ1q | 8002   | 8005  | 8011     | none                  | 3.0.6   | 3604001754
189.1.164.139   | CakcnaRDHka2gXyfbEd2d3xsvkJkqsLw2akB3zsN1D2S | 8001   | 8004  | 8010     | 189.1.164.139:8899    | 3.0.10  | 3604001754
91.227.33.5     | DViARWAWKkxAzp4UCgbw5B9pLSrBY3PaztFErcwgVUKX | 8001   | 5004  | 5010     | none                  | 3.0.8   | 3604001754
64.130.40.157   | 9r2CsyjRTmTRtu8GFk5oJRSQr5YfSENxDkf3eox8iPLa | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
103.14.27.37    | jagBNeXYncnn1hzwSq1JJ16XhWTgQ7DCFVqndSJZ6vT  | 8000   | 8003  | 8009     | 103.14.27.37:18899    | 3.0.10  | 3604001754
45.139.132.98   | EPFZFVrXuveEQar9LaEkt5kDRPMnbvK54qu5FwCxpkcy | 8100   | 8103  | 8109     | none                  | 3.0.7   | 3604001754
72.46.87.247    | simpRo1FrQYGa1moicfgnPDp6KyE38d4gYrZzhjXYJb  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
104.204.141.58  | FUNDTXgtnkfuhK6G6JUi5CzxPWeZNF9n96vFuBNGFy1v | 28900  | 11222 | 11228    | none                  | 3.0.10  | 3604001754
217.69.10.53    | STaKesuXJH6UGRizuEVSWG1tyLu5ycKgWj3i1HUdvs5  | 8001   | 8004  | 8010     | none                  | 3.0.10  | 3604001754
103.219.170.83  | EgxVyTgh2Msg781wt9EsqYx4fW8wSvfFAHGLaJQjghiL | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
72.46.84.115    | DCKyEmMENQMtLXgbmUoHRmgP9XdJ9HsR5WxrKnSDCzKA | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
185.26.11.139   | chdvWr6T14nqGRFD37KY36dsvhkCtDaufW5rpu3AfHe  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
72.46.85.155    | WnP8cbMW3fqZLHiyEWSpjBQ6sZpfPustpaiY4QKshrk  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
64.130.63.69    | BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH | 8000   | 8003  | 8009     | 64.130.63.69:8899     | 3.0.7   | 3604001754
132.226.112.70  | Be1DvJQMWwTpjdUFoc9mPCLHanoMAD2aM3g6o4nFsm1U | 8001   | 8004  | 8010     | none                  | 2.3.3   | 3640012085
23.252.121.202  | LodeuWMHPiPj2PUHUyca2bkpFv9HyzR3gaDBmGJ9TSS  | 8001   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
185.26.11.157   | Frdg1NUoQaaTmASWNTrtDrBU5PbTnWtUvtdCr1XPNn1c | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
213.21.201.79   | AiBEt9kE8yZ4CnaLfTCGMp7Fg2wCtqhPTfvJ8D3zrLfu | 8001   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
64.130.40.170   | privaEdSEmnMPGPoQACUkcDGkFBbTArVvsEGd7C5wUM  | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
64.130.61.80    | UMi1r5J3SagSu4HC3waB3YFzbXi82rRSScgW2e8NTfr  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
154.127.54.194  | 4KMfDKrJGWqk2R4TZALQdiqnuWxYwVctpcrE4UpaWtpq | 8001   | 10004 | 10010    | none                  | 3.0.6   | 3604001754
64.130.52.146   | 3tzpLMWRkWucvTRWU5PjgKzN1iwJuV69yCCjmuuo4gTk | 8000   | 11222 | 11228    | none                  | 3.0.10  | 3604001754
91.242.214.39   | tYeqa8a29XqdD8xUbL5S1pAaWDt6ADFKCPytqFxPCwL  | 38000  | 38003 | 38009    | none                  | 3.0.7   | 3604001754
74.63.225.113   | 6PiCQBmhMj6e1V2PvBXrPT77yfSnVprQkJvHmWpz7Pau | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
62.113.194.68   | 2UBhtRuyr9nvWsUnrbWrvJiYWEU8TVBD4PLYQJKiRa9H | 5555   | 5558  | 5564     | none                  | 3.0.10  | 3604001754
189.1.171.11    | UPSCQNqdbiaqrQou9X9y8mr43ZHzvoNpKC26Mo7GubF  | 8001   | 8023  | 8029     | none                  | 3.0.7   | 3604001754
86.105.224.71   | EReBoRDj5Lv9y1FGPXxFCt1KAgZeKqa8zJNZvkoA4Uoa | 8000   | 8003  | 8009     | none                  | 3.0.7   | 3604001754
23.111.240.147  | GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw | 25000  | 11222 | 11228    | none                  | 3.0.9   | 3604001754
5.199.172.176   | 7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE | 12000  | 12003 | 12009    | none                  | 3.0.8   | 3604001754
15.235.232.140  | 97jbhVBYcSmwGXjrx5PPWXucDsVBqwyoQ6rzP3B6eeMt | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
137.220.62.9    | EUDis6LJeJzDHTEBgfHGQyjHp63XZkGkx4E69xunC2Ej | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
84.32.103.109   | 1KXvrkPXwkGF6NK1zyzVuJqbXfpenPVPP6hoiK9bsK3  | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
141.95.45.24    | 9X6Kyj43TULR9vTT58PYJf1XXTmqCKj6LMi6fhqSiEFn | 8001   | 9001  | 9007     | none                  | 0.712.30006| 3604001754
204.210.160.82  | toshB4tPQTFfyd3VFz2tC3nmEFHVmiBMUpcxwWiexn2  | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
64.130.41.140   | gangtCrQg5RmKf5yxvhvZThPugPX58pDSdQ5UuS26vN  | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
149.255.37.134  | nSGZ3tv2UhskkPqiB666yDVj7PTi9qKgDqvjHyw5JgM  | 8000   | 8003  | 8009     | none                  | 3.0.7   | 3604001754
102.211.135.183 | gVALrRd3xq4D62KJNGDCpMMGz976w2x1Vo79mSNn4bh  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
189.1.164.35    | mds4GEuiSgQRqveGyktWpETBFCb4AS2wDnhqwLHcT6Z  | 8001   | 8004  | 8010     | none                  | 3.1.0   | 3085280538
212.83.43.62    | gojir4WnhS7VS1JdbnanJMzaMfr4UD7KeX1ixWAHEmw  | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
64.130.52.202   | 2icWF7TvxyycF7d1NHpMZYuJJqiRy2h7wmjFSbqUij1B | 8001   | 8003  | 8009     | none                  | 3.0.6   | 3604001754
8.209.82.221    | 2Mob8FJkb8chZY5pTBMpKfLwgZAQHE5i9jAC5zbASitD | 8000   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
177.54.159.51   | 9Ukj3PkyD3igEDJGt1QTj9ThzjK6hMiadQfa3gm7kjf1 | 8000   | 8003  | 8009     | none                  | 2.3.6   | 3640012085
64.130.41.137   | nymsHergYedT9CJMgtGMvqXUTGcbs5o3MiWTJUbqTGY  | 8000   | 11222 | 11228    | none                  | 3.0.8   | 3604001754
64.130.58.237   | 7p2fYP614Wpx4VSFCrSUXRyGnrC4nYk7tPniCK19wjuM | 8001   | 8004  | 8010     | none                  | 3.0.7   | 3604001754
84.32.103.25    | BSGMRbK97DcgLe4u4kfNQnmTVZGVnwdtKQBJqWRBTZxU | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
62.197.45.91    | MargusHP4dQyxrBuCWngzJp6EZSvg1aPNxdgpXykfr4  | 8000   | 11222 | 11228    | none                  | 3.0.10  | 3604001754
66.165.246.46   | BoNKmNCGvoHS4CkKvYRnF21iEpUP827pZjhFGdA4t5as | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
216.238.102.89  | Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix  | 8000   | 8003  | 8009     | 216.238.102.89:8899   | 3.0.10  | 3604001754
204.16.242.190  | AicQr2zCWBLiBwt2r6o7iTemmtyE7q5pTKyuuupbXEQA | 8001   | 5004  | 5010     | none                  | 3.0.6   | 3604001754
62.197.45.33    | KoLibrJsbABbtmtFPc7nPvDxT81rc4UPM7mY9xSLjpo  | 8000   | 11222 | 11228    | none                  | 3.0.6   | 3604001754
202.8.9.156     | 5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC | 8001   | 11222 | 11228    | none                  | 3.0.6   | 3604001754
88.216.197.106  | 2mMGsb5uy1Q4Dvezr8HK2E8SJoChcb2X7b61tJPaVHHd | 8001   | 9001  | 9007     | none                  | 0.713.30008| 3604001754
64.130.52.178   | Uf7TePem6vihMBiRg2d1ivnoNtRapdATfe5o99NuZH6  | 8001   | 8003  | 8009     | none                  | 3.0.8   | 3604001754
199.189.85.133  | FKqMoxExQDMKL8sWzVDKZEUn2Hnsqq2dVUyRpSCz1Wfj | 8001   | 8004  | 8010     | none                  | 3.0.6   | 3604001754
216.242.0.102   | 7zAHbRxEQaNjKnQMjFm7j8LebHSGfzsQDdm2ZpUNPa7G | 8000   | 8003  | 8009     | none                  | 3.0.9   | 3604001754
136.244.108.105 | BNtHBLo1L2vAG7PBQ6mJvWz7GqVPxBnioXsY2Gjtubrg | 8000   | 8003  | 8009     | none                  | 3.0.10  | 3604001754
192.69.194.82   | zeroT6PTAEjipvZuACTh1mbGCqTHgA6i1ped9DcuidX  | 9001   | 9002  | 9008     | none                  | 0.713.30008| 3604001754
